record,record_len,record_days,missing_frac,condition,horizon,seed,n_gaps_requested,n_gaps_placed,gap_len,actual_missing_pct,skill_honest,skill_naive,bias,n_test
HKWA,4007,27.8,0.05,MEDIUM,3,6,11,11,18,4.94,-2.923,-5.042,-2.12,766
HKWA,4007,27.8,0.05,MEDIUM,3,7,11,11,18,4.94,-16.792,-2.673,14.119,755
HKWA,4007,27.8,0.05,MEDIUM,3,8,11,11,18,4.94,-4.453,-6.664,-2.212,761
HKWA,4007,27.8,0.05,MEDIUM,3,9,11,11,18,4.94,-1.578,-1.973,-0.395,749
HKWA,4007,27.8,0.05,MEDIUM,3,10,11,11,18,4.94,-2.174,-2.675,-0.501,763
HKWA,4007,27.8,0.05,MEDIUM,3,11,11,11,18,4.94,-2.958,-4.339,-1.381,790
HKWA,4007,27.8,0.05,MEDIUM,3,12,11,11,18,4.94,-15.666,-5.104,10.561,771
HKWA,4007,27.8,0.05,MEDIUM,3,13,11,11,18,4.94,-1.724,-2.452,-0.728,795
HKWA,4007,27.8,0.05,MEDIUM,3,14,11,11,18,4.94,-3.446,-4.76,-1.313,778
HKWA,4007,27.8,0.05,FEW-LONG,1,0,1,1,144,3.59,-1.877,-4.076,-2.2,923
HKWA,4007,27.8,0.05,FEW-LONG,1,1,1,1,144,3.59,-1.759,-3.062,-1.303,923
HKWA,4007,27.8,0.05,FEW-LONG,1,2,1,1,144,3.59,-2.103,-2.818,-0.715,923
HKWA,4007,27.8,0.05,FEW-LONG,1,3,1,1,144,3.59,-2.125,-3.074,-0.95,923
HKWA,4007,27.8,0.05,FEW-LONG,1,4,1,1,144,3.59,-2.954,-1.888,1.066,923
HKWA,4007,27.8,0.05,FEW-LONG,1,5,1,1,144,3.59,-2.451,-3.507,-1.056,923
HKWA,4007,27.8,0.05,FEW-LONG,1,6,1,1,144,3.59,-1.036,-1.441,-0.405,923
HKWA,4007,27.8,0.05,FEW-LONG,1,7,1,1,144,3.59,-2.287,-3.514,-1.228,923
HKWA,4007,27.8,0.05,FEW-LONG,1,8,1,1,144,3.59,-2.455,-3.904,-1.448,923
HKWA,4007,27.8,0.05,FEW-LONG,1,9,1,1,144,3.59,-1.272,-3.206,-1.935,923
HKWA,4007,27.8,0.05,FEW-LONG,1,10,1,1,144,3.59,-1.955,-2.532,-0.577,923
HKWA,4007,27.8,0.05,FEW-LONG,1,11,1,1,144,3.59,-2.129,-2.26,-0.131,923
HKWA,4007,27.8,0.05,FEW-LONG,1,12,1,1,144,3.59,-0.647,-2.194,-1.547,923
HKWA,4007,27.8,0.05,FEW-LONG,1,13,1,1,144,3.59,-2.743,-3.078,-0.334,923
HKWA,4007,27.8,0.05,FEW-LONG,1,14,1,1,144,3.59,-1.018,-1.178,-0.16,923
HKWA,4007,27.8,0.05,FEW-LONG,3,0,1,1,144,3.59,-2.709,-3.612,-0.904,920
HKWA,4007,27.8,0.05,FEW-LONG,3,1,1,1,144,3.59,-5.013,-3.86,1.153,920
HKWA,4007,27.8,0.05,FEW-LONG,3,2,1,1,144,3.59,-3.119,-3.194,-0.075,920
HKWA,4007,27.8,0.05,FEW-LONG,3,3,1,1,144,3.59,-3.388,-2.626,0.761,920
HKWA,4007,27.8,0.05,FEW-LONG,3,4,1,1,144,3.59,-6.622,-6.064,0.557,920
HKWA,4007,27.8,0.05,FEW-LONG,3,5,1,1,144,3.59,-5.912,-6.095,-0.183,920
HKWA,4007,27.8,0.05,FEW-LONG,3,6,1,1,144,3.59,-3.313,-4.042,-0.728,920
HKWA,4007,27.8,0.05,FEW-LONG,3,7,1,1,144,3.59,-3.343,-2.874,0.469,920
HKWA,4007,27.8,0.05,FEW-LONG,3,8,1,1,144,3.59,-6.488,-5.692,0.796,920
HKWA,4007,27.8,0.05,FEW-LONG,3,9,1,1,144,3.59,-3.511,-4.23,-0.719,920
HKWA,4007,27.8,0.05,FEW-LONG,3,10,1,1,144,3.59,-4.092,-3.884,0.208,920
HKWA,4007,27.8,0.05,FEW-LONG,3,11,1,1,144,3.59,-3.914,-4.165,-0.252,920
HKWA,4007,27.8,0.05,FEW-LONG,3,12,1,1,144,3.59,-2.34,-3.756,-1.416,920
HKWA,4007,27.8,0.05,FEW-LONG,3,13,1,1,144,3.59,-2.666,-3.326,-0.66,920
HKWA,4007,27.8,0.05,FEW-LONG,3,14,1,1,144,3.59,-2.782,-4.79,-2.008,920
HKWA,4007,27.8,0.1,MANY-SHORT,1,8,133,133,3,9.96,2.662,-1.204,-3.867,152
HKWA,4007,27.8,0.1,MEDIUM,1,0,22,22,18,9.88,-5.452,-3.703,1.748,587
HKWA,4007,27.8,0.1,MEDIUM,1,1,22,22,18,9.88,-2.579,-3.44,-0.861,612
HKWA,4007,27.8,0.1,MEDIUM,1,2,22,22,18,9.88,-1.161,-2.797,-1.636,573
HKWA,4007,27.8,0.1,MEDIUM,1,3,22,22,18,9.88,-9.482,-3.533,5.949,586
HKWA,4007,27.8,0.1,MEDIUM,1,4,22,22,18,9.88,-0.812,-4.872,-4.06,569
HKWA,4007,27.8,0.1,MEDIUM,1,5,22,22,18,9.88,-8.687,-8.839,-0.152,573
HKWA,4007,27.8,0.1,MEDIUM,1,6,22,22,18,9.88,-0.816,-2.517,-1.702,607
HKWA,4007,27.8,0.1,MEDIUM,1,7,22,22,18,9.88,-5.638,-2.018,3.62,583
HKWA,4007,27.8,0.1,MEDIUM,1,8,22,22,18,9.88,-19.465,-5.398,14.067,587
HKWA,4007,27.8,0.1,MEDIUM,1,9,22,22,18,9.88,-4.795,-0.833,3.962,596
HKWA,4007,27.8,0.1,MEDIUM,1,10,22,22,18,9.88,-7.128,-2.486,4.642,595
HKWA,4007,27.8,0.1,MEDIUM,1,11,22,22,18,9.88,-1.423,-1.813,-0.39,591
HKWA,4007,27.8,0.1,MEDIUM,1,12,22,22,18,9.88,-11.45,-3.671,7.778,590
HKWA,4007,27.8,0.1,MEDIUM,1,13,22,22,18,9.88,-7.736,-2.397,5.339,640
HKWA,4007,27.8,0.1,MEDIUM,1,14,22,22,18,9.88,-9.56,-5.032,4.527,612
HKWA,4007,27.8,0.1,MEDIUM,3,0,22,22,18,9.88,-3.724,-4.48,-0.756,577
HKWA,4007,27.8,0.1,MEDIUM,3,1,22,22,18,9.88,-3.441,-4.145,-0.704,602
HKWA,4007,27.8,0.1,MEDIUM,3,2,22,22,18,9.88,-1.526,-2.582,-1.056,562
HKWA,4007,27.8,0.1,MEDIUM,3,3,22,22,18,9.88,-15.704,-5.51,10.194,576
HKWA,4007,27.8,0.1,MEDIUM,3,4,22,22,18,9.88,-3.787,-3.795,-0.008,558
HKWA,4007,27.8,0.1,MEDIUM,3,5,22,22,18,9.88,-8.121,-6.277,1.844,563
HKWA,4007,27.8,0.1,MEDIUM,3,6,22,22,18,9.88,-1.866,-3.029,-1.163,597
HKWA,4007,27.8,0.1,MEDIUM,3,7,22,22,18,9.88,-9.259,-3.919,5.34,573
HKWA,4007,27.8,0.1,MEDIUM,3,8,22,22,18,9.88,-18.781,-9.014,9.767,577
HKWA,4007,27.8,0.1,MEDIUM,3,9,22,22,18,9.88,-9.5,-2.592,6.908,586
HKWA,4007,27.8,0.1,MEDIUM,3,10,22,22,18,9.88,-6.894,-4.248,2.646,585
HKWA,4007,27.8,0.1,MEDIUM,3,11,22,22,18,9.88,-1.137,-3.859,-2.722,581
HKWA,4007,27.8,0.1,MEDIUM,3,12,22,22,18,9.88,-15.518,-5.302,10.216,579
HKWA,4007,27.8,0.1,MEDIUM,3,13,22,22,18,9.88,-10.618,-2.341,8.277,631
HKWA,4007,27.8,0.1,MEDIUM,3,14,22,22,18,9.88,-17.668,-9.723,7.945,603
HKWA,4007,27.8,0.1,FEW-LONG,1,0,2,2,144,7.19,-1.8,-2.986,-1.186,871
HKWA,4007,27.8,0.1,FEW-LONG,1,1,2,2,144,7.19,-2.391,-2.894,-0.503,871
HKWA,4007,27.8,0.1,FEW-LONG,1,2,2,2,144,7.19,-1.62,-3.228,-1.609,871
HKWA,4007,27.8,0.1,FEW-LONG,1,3,2,2,144,7.19,-1.961,-2.906,-0.946,871
HKWA,4007,27.8,0.1,FEW-LONG,1,4,2,2,144,7.19,-3.875,-1.838,2.038,871
HKWA,4007,27.8,0.1,FEW-LONG,1,5,2,2,144,7.19,-3.297,-3.224,0.074,871
HKWA,4007,27.8,0.1,FEW-LONG,1,6,2,2,144,7.19,-1.224,-0.86,0.364,871
HKWA,4007,27.8,0.1,FEW-LONG,1,7,2,2,144,7.19,-2.991,-2.435,0.556,871
HKWA,4007,27.8,0.1,FEW-LONG,1,8,2,2,144,7.19,-3.371,-3.488,-0.117,871
HKWA,4007,27.8,0.1,FEW-LONG,1,9,2,2,144,7.19,-1.128,-3.526,-2.398,871
HKWA,4007,27.8,0.1,FEW-LONG,1,10,2,2,144,7.19,-3.462,-1.74,1.723,871
HKWA,4007,27.8,0.1,FEW-LONG,1,11,2,2,144,7.19,-2.172,-2.249,-0.078,871
HKWA,4007,27.8,0.1,FEW-LONG,1,12,2,2,144,7.19,-5.551,-2.131,3.42,871
HKWA,4007,27.8,0.1,FEW-LONG,1,13,2,2,144,7.19,-4.6,-2.766,1.834,871
HKWA,4007,27.8,0.1,FEW-LONG,1,14,2,2,144,7.19,-2.495,-2.811,-0.316,871
HKWA,4007,27.8,0.1,FEW-LONG,3,0,2,2,144,7.19,-3.247,-4.46,-1.214,868
HKWA,4007,27.8,0.1,FEW-LONG,3,1,2,2,144,7.19,-4.49,-3.626,0.865,868
HKWA,4007,27.8,0.1,FEW-LONG,3,2,2,2,144,7.19,-2.696,-5.582,-2.886,868
HKWA,4007,27.8,0.1,FEW-LONG,3,3,2,2,144,7.19,-0.27,-2.005,-1.735,868
HKWA,4007,27.8,0.1,FEW-LONG,3,4,2,2,144,7.19,-6.626,-5.009,1.617,868
HKWA,4007,27.8,0.1,FEW-LONG,3,5,2,2,144,7.19,-4.602,-5.163,-0.56,868
HKWA,4007,27.8,0.1,FEW-LONG,3,6,2,2,144,7.19,-1.08,-1.657,-0.578,868
HKWA,4007,27.8,0.1,FEW-LONG,3,7,2,2,144,7.19,-3.667,-2.854,0.813,868
HKWA,4007,27.8,0.1,FEW-LONG,3,8,2,2,144,7.19,-3.727,-5.523,-1.796,868
HKWA,4007,27.8,0.1,FEW-LONG,3,9,2,2,144,7.19,-3.11,-3.106,0.004,868
HKWA,4007,27.8,0.1,FEW-LONG,3,10,2,2,144,7.19,-6.849,-3.847,3.002,868
HKWA,4007,27.8,0.1,FEW-LONG,3,11,2,2,144,7.19,-2.807,-3.475,-0.668,868
HKWA,4007,27.8,0.1,FEW-LONG,3,12,2,2,144,7.19,-6.609,-6.445,0.164,868
HKWA,4007,27.8,0.1,FEW-LONG,3,13,2,2,144,7.19,-5.069,-2.877,2.192,868
HKWA,4007,27.8,0.1,FEW-LONG,3,14,2,2,144,7.19,-1.482,-2.14,-0.659,868
HKWA,4007,27.8,0.2,MEDIUM,1,0,44,44,18,19.77,-2.969,-3.455,-0.486,367
HKWA,4007,27.8,0.2,MEDIUM,1,1,44,44,18,19.77,-0.659,-2.787,-2.128,375
HKWA,4007,27.8,0.2,MEDIUM,1,2,44,44,18,19.77,-1.65,-5.597,-3.947,287
HKWA,4007,27.8,0.2,MEDIUM,1,3,44,44,18,19.77,-2.893,-5.928,-3.036,321
HKWA,4007,27.8,0.2,MEDIUM,1,4,44,44,18,19.77,-4.466,-13.709,-9.243,325
HKWA,4007,27.8,0.2,MEDIUM,1,5,44,44,18,19.77,-8.283,-10.344,-2.061,353
HKWA,4007,27.8,0.2,MEDIUM,1,6,44,44,18,19.77,-3.481,-5.102,-1.622,349
HKWA,4007,27.8,0.2,MEDIUM,1,7,44,44,18,19.77,-4.424,-4.666,-0.242,322
HKWA,4007,27.8,0.2,MEDIUM,1,8,44,44,18,19.77,-3.581,-0.815,2.766,348
HKWA,4007,27.8,0.2,MEDIUM,1,9,44,44,18,19.77,-3.116,-2.615,0.501,346
HKWA,4007,27.8,0.2,MEDIUM,1,10,44,44,18,19.77,-4.273,-3.094,1.179,354
HKWA,4007,27.8,0.2,MEDIUM,1,11,44,44,18,19.77,-5.748,-3.188,2.56,338
HKWA,4007,27.8,0.2,MEDIUM,1,12,44,44,18,19.77,-8.151,-4.309,3.843,345
HKWA,4007,27.8,0.2,MEDIUM,1,13,44,44,18,19.77,-4.475,-1.692,2.783,352
HKWA,4007,27.8,0.2,MEDIUM,1,14,44,44,18,19.77,-6.872,-6.679,0.194,332
HKWA,4007,27.8,0.2,MEDIUM,3,0,44,44,18,19.77,-2.98,-4.007,-1.027,356
HKWA,4007,27.8,0.2,MEDIUM,3,1,44,44,18,19.77,-0.318,-2.119,-1.8,364
HKWA,4007,27.8,0.2,MEDIUM,3,2,44,44,18,19.77,-0.94,-3.826,-2.886,276
HKWA,4007,27.8,0.2,MEDIUM,3,3,44,44,18,19.77,1.644,-5.598,-7.242,311
HKWA,4007,27.8,0.2,MEDIUM,3,4,44,44,18,19.77,0.731,-13.202,-13.933,314
HKWA,4007,27.8,0.2,MEDIUM,3,5,44,44,18,19.77,-7.258,-5.144,2.114,341
HKWA,4007,27.8,0.2,MEDIUM,3,6,44,44,18,19.77,-16.578,-6.158,10.421,338
HKWA,4007,27.8,0.2,MEDIUM,3,7,44,44,18,19.77,-5.28,-7.675,-2.394,312
HKWA,4007,27.8,0.2,MEDIUM,3,8,44,44,18,19.77,-0.396,-4.975,-4.579,336
HKWA,4007,27.8,0.2,MEDIUM,3,9,44,44,18,19.77,0.536,-1.425,-1.961,334
HKWA,4007,27.8,0.2,MEDIUM,3,10,44,44,18,19.77,-1.347,-3.924,-2.577,343
HKWA,4007,27.8,0.2,MEDIUM,3,11,44,44,18,19.77,-3.656,-6.313,-2.657,326
HKWA,4007,27.8,0.2,MEDIUM,3,12,44,44,18,19.77,-2.877,-10.618,-7.741,334
HKWA,4007,27.8,0.2,MEDIUM,3,13,44,44,18,19.77,-11.291,-4.362,6.929,341
HKWA,4007,27.8,0.2,MEDIUM,3,14,44,44,18,19.77,6.157,-6.216,-12.373,320
HKWA,4007,27.8,0.2,FEW-LONG,1,0,5,5,144,17.97,-2.377,-23.967,-21.59,718
HKWA,4007,27.8,0.2,FEW-LONG,1,1,5,5,144,17.97,-3.465,-1.819,1.646,718
HKWA,4007,27.8,0.2,FEW-LONG,1,2,5,5,144,17.97,-2.138,-2.824,-0.686,718
HKWA,4007,27.8,0.2,FEW-LONG,1,3,5,5,144,17.97,-3.231,-2.151,1.081,720
HKWA,4007,27.8,0.2,FEW-LONG,1,4,5,5,144,17.97,-4.781,-13.788,-9.008,718
HKWA,4007,27.8,0.2,FEW-LONG,1,5,5,5,144,17.97,-2.557,-2.217,0.34,729
HKWA,4007,27.8,0.2,FEW-LONG,1,6,5,5,144,17.97,-2.101,-0.38,1.721,718
HKWA,4007,27.8,0.2,FEW-LONG,1,7,5,5,144,17.97,-8.861,-87.556,-78.695,738
HKWA,4007,27.8,0.2,FEW-LONG,1,8,5,5,144,17.97,-5.856,-5.975,-0.119,718
HKWA,4007,27.8,0.2,FEW-LONG,1,9,5,5,144,17.97,-2.053,-4.541,-2.488,718
HKWA,4007,27.8,0.2,FEW-LONG,1,10,5,5,144,17.97,-4.118,-2.551,1.567,727
HKWA,4007,27.8,0.2,FEW-LONG,1,11,5,5,144,17.97,-7.376,-4.864,2.512,718
HKWA,4007,27.8,0.2,FEW-LONG,1,12,5,5,144,17.97,-4.78,-1.519,3.261,718
HKWA,4007,27.8,0.2,FEW-LONG,1,13,5,5,144,17.97,-4.091,-3.913,0.178,729
HKWA,4007,27.8,0.2,FEW-LONG,1,14,5,5,144,17.97,-1.463,-2.11,-0.648,718
HKWA,4007,27.8,0.2,FEW-LONG,3,0,5,5,144,17.97,-4.251,-12.575,-8.324,713
HKWA,4007,27.8,0.2,FEW-LONG,3,1,5,5,144,17.97,-3.339,-7.175,-3.835,713
HKWA,4007,27.8,0.2,FEW-LONG,3,2,5,5,144,17.97,-2.846,-3.725,-0.878,713
HKWA,4007,27.8,0.2,FEW-LONG,3,3,5,5,144,17.97,-2.625,-3.028,-0.403,716
HKWA,4007,27.8,0.2,FEW-LONG,3,4,5,5,144,17.97,-1.251,-8.423,-7.172,713
HKWA,4007,27.8,0.2,FEW-LONG,3,5,5,5,144,17.97,-3.195,-5.089,-1.894,724
HKWA,4007,27.8,0.2,FEW-LONG,3,6,5,5,144,17.97,-2.706,-3.351,-0.645,713
HKWA,4007,27.8,0.2,FEW-LONG,3,7,5,5,144,17.97,-14.295,-23.46,-9.165,735
HKWA,4007,27.8,0.2,FEW-LONG,3,8,5,5,144,17.97,-7.183,-7.216,-0.033,714
HKWA,4007,27.8,0.2,FEW-LONG,3,9,5,5,144,17.97,-0.379,-4.641,-4.262,713
HKWA,4007,27.8,0.2,FEW-LONG,3,10,5,5,144,17.97,-6.658,-3.177,3.481,723
HKWA,4007,27.8,0.2,FEW-LONG,3,11,5,5,144,17.97,-17.39,-12.703,4.687,713
HKWA,4007,27.8,0.2,FEW-LONG,3,12,5,5,144,17.97,-8.81,-3.749,5.061,713
HKWA,4007,27.8,0.2,FEW-LONG,3,13,5,5,144,17.97,-4.82,-3.798,1.021,724
HKWA,4007,27.8,0.2,FEW-LONG,3,14,5,5,144,17.97,-0.828,-3.001,-2.173,713
HKZB,3686,25.6,0.05,MANY-SHORT,1,0,61,61,3,4.96,-55.569,-9.338,46.231,298
HKZB,3686,25.6,0.05,MANY-SHORT,1,1,61,61,3,4.96,-30.652,-24.253,6.399,340
HKZB,3686,25.6,0.05,MANY-SHORT,1,2,61,61,3,4.96,-71.15,-16.98,54.17,265
HKZB,3686,25.6,0.05,MANY-SHORT,1,3,61,61,3,4.96,-82.156,-11.02,71.137,288
HKZB,3686,25.6,0.05,MANY-SHORT,1,4,61,61,3,4.96,-24.552,-12.503,12.048,298
HKZB,3686,25.6,0.05,MANY-SHORT,1,5,61,61,3,4.96,-38.51,-9.888,28.622,293
HKZB,3686,25.6,0.05,MANY-SHORT,1,6,61,61,3,4.96,-14.722,-9.545,5.176,310
HKZB,3686,25.6,0.05,MANY-SHORT,1,7,61,61,3,4.96,-52.254,-14.636,37.618,302
HKZB,3686,25.6,0.05,MANY-SHORT,1,8,61,61,3,4.96,-44.523,-20.838,23.685,337
HKZB,3686,25.6,0.05,MANY-SHORT,1,9,61,61,3,4.96,-26.527,-8.648,17.879,330
HKZB,3686,25.6,0.05,MANY-SHORT,1,10,61,61,3,4.96,-43.125,-14.796,28.329,338
HKZB,3686,25.6,0.05,MANY-SHORT,1,11,61,61,3,4.96,-134.985,-18.1,116.886,305
HKZB,3686,25.6,0.05,MANY-SHORT,1,12,61,61,3,4.96,-64.008,-14.187,49.821,285
HKZB,3686,25.6,0.05,MANY-SHORT,1,13,61,61,3,4.96,-124.311,-12.549,111.762,275
HKZB,3686,25.6,0.05,MANY-SHORT,1,14,61,61,3,4.96,-37.137,-12.693,24.445,289
HKZB,3686,25.6,0.05,MANY-SHORT,3,0,61,61,3,4.96,-96.452,-12.005,84.447,286
HKZB,3686,25.6,0.05,MANY-SHORT,3,1,61,61,3,4.96,-61.755,-16.894,44.86,328
HKZB,3686,25.6,0.05,MANY-SHORT,3,2,61,61,3,4.96,-114.603,-12.23,102.373,253
HKZB,3686,25.6,0.05,MANY-SHORT,3,3,61,61,3,4.96,-43.28,-14.825,28.455,277
HKZB,3686,25.6,0.05,MANY-SHORT,3,4,61,61,3,4.96,-39.995,-11.575,28.421,286
HKZB,3686,25.6,0.05,MANY-SHORT,3,5,61,61,3,4.96,-28.98,-11.945,17.035,279
HKZB,3686,25.6,0.05,MANY-SHORT,3,6,61,61,3,4.96,-31.504,-15.991,15.513,298
HKZB,3686,25.6,0.05,MANY-SHORT,3,7,61,61,3,4.96,-102.799,-20.545,82.254,291
HKZB,3686,25.6,0.05,MANY-SHORT,3,8,61,61,3,4.96,-70.984,-22.311,48.673,324
HKZB,3686,25.6,0.05,MANY-SHORT,3,9,61,61,3,4.96,-60.651,-20.063,40.587,318
HKZB,3686,25.6,0.05,MANY-SHORT,3,10,61,61,3,4.96,-112.18,-15.917,96.263,326
HKZB,3686,25.6,0.05,MANY-SHORT,3,11,61,61,3,4.96,-133.799,-18.622,115.177,294
HKZB,3686,25.6,0.05,MANY-SHORT,3,12,61,61,3,4.96,-61.35,-14.791,46.559,273
HKZB,3686,25.6,0.05,MANY-SHORT,3,13,61,61,3,4.96,-105.607,-14.267,91.341,263
HKZB,3686,25.6,0.05,MANY-SHORT,3,14,61,61,3,4.96,-76.341,-17.603,58.739,277
HKZB,3686,25.6,0.05,MEDIUM,1,0,10,10,18,4.88,-14.18,-6.717,7.463,696
HKZB,3686,25.6,0.05,MEDIUM,1,1,10,10,18,4.88,-22.084,-11.498,10.587,696
HKZB,3686,25.6,0.05,MEDIUM,1,2,10,10,18,4.88,-15.531,-11.359,4.172,702
HKZB,3686,25.6,0.05,MEDIUM,1,3,10,10,18,4.88,-12.211,-12.8,-0.59,720
HKZB,3686,25.6,0.05,MEDIUM,1,4,10,10,18,4.88,-10.431,-12.525,-2.095,711
HKZB,3686,25.6,0.05,MEDIUM,1,5,10,10,18,4.88,-12.684,-7.837,4.847,710
HKZB,3686,25.6,0.05,MEDIUM,1,6,10,10,18,4.88,-15.097,-9.598,5.498,699
HKZB,3686,25.6,0.05,MEDIUM,1,7,10,10,18,4.88,-12.665,-12.794,-0.128,696
HKZB,3686,25.6,0.05,MEDIUM,1,8,10,10,18,4.88,-11.888,-13.424,-1.537,709
HKZB,3686,25.6,0.05,MEDIUM,1,9,10,10,18,4.88,-12.851,-11.682,1.169,696
HKZB,3686,25.6,0.05,MEDIUM,1,10,10,10,18,4.88,-7.705,-13.66,-5.955,712
HKZB,3686,25.6,0.05,MEDIUM,1,11,10,10,18,4.88,-7.624,-9.101,-1.476,723
HKZB,3686,25.6,0.05,MEDIUM,1,12,10,10,18,4.88,-14.306,-10.827,3.479,719
HKZB,3686,25.6,0.05,MEDIUM,1,13,10,10,18,4.88,-27.879,-13.459,14.42,734
HKZB,3686,25.6,0.05,MEDIUM,1,14,10,10,18,4.88,-11.957,-10.674,1.282,727
HKZB,3686,25.6,0.05,MEDIUM,3,0,10,10,18,4.88,-13.393,-10.654,2.739,689
HKZB,3686,25.6,0.05,MEDIUM,3,1,10,10,18,4.88,-18.606,-18.113,0.493,689
HKZB,3686,25.6,0.05,MEDIUM,3,2,10,10,18,4.88,-20.602,-11.008,9.594,696
HKZB,3686,25.6,0.05,MEDIUM,3,3,10,10,18,4.88,-14.243,-14.657,-0.414,714
HKZB,3686,25.6,0.05,MEDIUM,3,4,10,10,18,4.88,-21.793,-15.502,6.291,704
HKZB,3686,25.6,0.05,MEDIUM,3,5,10,10,18,4.88,-11.569,-15.418,-3.85,703
HKZB,3686,25.6,0.05,MEDIUM,3,6,10,10,18,4.88,-19.766,-15.087,4.679,692
HKZB,3686,25.6,0.05,MEDIUM,3,7,10,10,18,4.88,-29.518,-22.116,7.403,689
HKZB,3686,25.6,0.05,MEDIUM,3,8,10,10,18,4.88,-22.301,-17.64,4.661,702
HKZB,3686,25.6,0.05,MEDIUM,3,9,10,10,18,4.88,-16.454,-20.223,-3.769,689
HKZB,3686,25.6,0.05,MEDIUM,3,10,10,10,18,4.88,-17.129,-13.384,3.745,705
HKZB,3686,25.6,0.05,MEDIUM,3,11,10,10,18,4.88,-12.164,-16.384,-4.22,717
HKZB,3686,25.6,0.05,MEDIUM,3,12,10,10,18,4.88,-21.398,-19.852,1.547,713
HKZB,3686,25.6,0.05,MEDIUM,3,13,10,10,18,4.88,-42.639,-22.695,19.944,728
HKZB,3686,25.6,0.05,MEDIUM,3,14,10,10,18,4.88,-18.234,-13.298,4.935,721
HKZB,3686,25.6,0.05,FEW-LONG,1,0,1,1,144,3.91,-15.587,-14.643,0.944,842
HKZB,3686,25.6,0.05,FEW-LONG,1,1,1,1,144,3.91,-9.351,-12.498,-3.148,842
HKZB,3686,25.6,0.05,FEW-LONG,1,2,1,1,144,3.91,-14.653,-14.138,0.515,842
HKZB,3686,25.6,0.05,FEW-LONG,1,3,1,1,144,3.91,-13.64,-11.925,1.715,842
HKZB,3686,25.6,0.05,FEW-LONG,1,4,1,1,144,3.91,-9.772,-10.335,-0.563,842
HKZB,3686,25.6,0.05,FEW-LONG,1,5,1,1,144,3.91,-8.54,-9.567,-1.027,842
HKZB,3686,25.6,0.05,FEW-LONG,1,6,1,1,144,3.91,-13.734,-10.285,3.449,842
HKZB,3686,25.6,0.05,FEW-LONG,1,7,1,1,144,3.91,-13.24,-12.728,0.511,842
HKZB,3686,25.6,0.05,FEW-LONG,1,8,1,1,144,3.91,-10.281,-9.08,1.2,842
HKZB,3686,25.6,0.05,FEW-LONG,1,9,1,1,144,3.91,-9.219,-6.942,2.278,842
HKZB,3686,25.6,0.05,FEW-LONG,1,10,1,1,144,3.91,-13.471,-10.703,2.768,842
HKZB,3686,25.6,0.05,FEW-LONG,1,11,1,1,144,3.91,-11.235,-9.344,1.89,842
HKZB,3686,25.6,0.05,FEW-LONG,1,12,1,1,144,3.91,-7.695,-9.368,-1.673,842
HKZB,3686,25.6,0.05,FEW-LONG,1,13,1,1,144,3.91,-12.953,-17.962,-5.009,842
HKZB,3686,25.6,0.05,FEW-LONG,1,14,1,1,144,3.91,-10.591,-8.633,1.958,842
HKZB,3686,25.6,0.05,FEW-LONG,3,0,1,1,144,3.91,-23.828,-22.221,1.607,839
HKZB,3686,25.6,0.05,FEW-LONG,3,1,1,1,144,3.91,-14.242,-17.613,-3.371,839
HKZB,3686,25.6,0.05,FEW-LONG,3,2,1,1,144,3.91,-22.508,-16.76,5.748,839
HKZB,3686,25.6,0.05,FEW-LONG,3,3,1,1,144,3.91,-19.982,-17.806,2.176,839
HKZB,3686,25.6,0.05,FEW-LONG,3,4,1,1,144,3.91,-15.133,-15.327,-0.194,839
HKZB,3686,25.6,0.05,FEW-LONG,3,5,1,1,144,3.91,-13.053,-14.123,-1.071,839
HKZB,3686,25.6,0.05,FEW-LONG,3,6,1,1,144,3.91,-20.397,-14.438,5.959,839
HKZB,3686,25.6,0.05,FEW-LONG,3,7,1,1,144,3.91,-22.021,-22.684,-0.664,839
HKZB,3686,25.6,0.05,FEW-LONG,3,8,1,1,144,3.91,-16.276,-15.005,1.271,839
HKZB,3686,25.6,0.05,FEW-LONG,3,9,1,1,144,3.91,-15.685,-12.306,3.378,839
HKZB,3686,25.6,0.05,FEW-LONG,3,10,1,1,144,3.91,-21.234,-19.551,1.683,839
HKZB,3686,25.6,0.05,FEW-LONG,3,11,1,1,144,3.91,-18.608,-13.827,4.782,839
HKZB,3686,25.6,0.05,FEW-LONG,3,12,1,1,144,3.91,-13.806,-10.913,2.893,839
HKZB,3686,25.6,0.05,FEW-LONG,3,13,1,1,144,3.91,-23.153,-21.55,1.603,839
HKZB,3686,25.6,0.05,FEW-LONG,3,14,1,1,144,3.91,-18.978,-16.438,2.54,839
HKZB,3686,25.6,0.1,MEDIUM,1,0,20,20,18,9.77,-13.964,-9.962,4.003,543
HKZB,3686,25.6,0.1,MEDIUM,1,1,20,20,18,9.77,-12.033,-11.325,0.707,559
HKZB,3686,25.6,0.1,MEDIUM,1,2,20,20,18,9.77,-11.388,-13.026,-1.639,536
HKZB,3686,25.6,0.1,MEDIUM,1,3,20,20,18,9.77,-15.403,-6.536,8.867,549
HKZB,3686,25.6,0.1,MEDIUM,1,4,20,20,18,9.77,-15.037,-11.78,3.257,529
HKZB,3686,25.6,0.1,MEDIUM,1,5,20,20,18,9.77,-17.398,-11.121,6.277,543
HKZB,3686,25.6,0.1,MEDIUM,1,6,20,20,18,9.77,-17.188,-14.777,2.411,544
