record,record_len,record_days,missing_frac,condition,horizon,seed,n_gaps_requested,n_gaps_placed,gap_len,actual_missing_pct,skill_honest,skill_naive,bias,n_test
HKWB,4459,31.0,0.05,MANY-SHORT,1,10,74,74,3,4.98,-301.654,-19.072,282.582,431
HKWB,4459,31.0,0.05,MANY-SHORT,1,11,74,74,3,4.98,-25.366,-15.496,9.87,376
HKWB,4459,31.0,0.05,MANY-SHORT,1,12,74,74,3,4.98,-69.386,-10.303,59.083,333
HKWB,4459,31.0,0.05,MANY-SHORT,1,13,74,74,3,4.98,-148.261,-8.2,140.061,340
HKWB,4459,31.0,0.05,MANY-SHORT,1,14,74,74,3,4.98,-116.793,-11.407,105.387,358
HKWB,4459,31.0,0.05,MANY-SHORT,3,0,74,74,3,4.98,-12.805,-9.851,2.954,343
HKWB,4459,31.0,0.05,MANY-SHORT,3,1,74,74,3,4.98,-108.303,-20.951,87.353,375
HKWB,4459,31.0,0.05,MANY-SHORT,3,2,74,74,3,4.98,-192.436,-22.001,170.436,306
HKWB,4459,31.0,0.05,MANY-SHORT,3,3,74,74,3,4.98,-254.081,-21.141,232.94,324
HKWB,4459,31.0,0.05,MANY-SHORT,3,4,74,74,3,4.98,-10.299,-14.664,-4.365,337
HKWB,4459,31.0,0.05,MANY-SHORT,3,5,74,74,3,4.98,-79.631,-17.544,62.087,315
HKWB,4459,31.0,0.05,MANY-SHORT,3,6,74,74,3,4.98,-490.766,-13.281,477.485,369
HKWB,4459,31.0,0.05,MANY-SHORT,3,7,74,74,3,4.98,-58.563,-12.437,46.126,357
HKWB,4459,31.0,0.05,MANY-SHORT,3,8,74,74,3,4.98,-132.389,-9.906,122.482,379
HKWB,4459,31.0,0.05,MANY-SHORT,3,9,74,74,3,4.98,-70.715,-12.475,58.239,391
HKWB,4459,31.0,0.05,MANY-SHORT,3,10,74,74,3,4.98,-228.328,-12.644,215.684,418
HKWB,4459,31.0,0.05,MANY-SHORT,3,11,74,74,3,4.98,-45.38,-11.346,34.034,363
HKWB,4459,31.0,0.05,MANY-SHORT,3,12,74,74,3,4.98,-85.402,-16.212,69.19,318
HKWB,4459,31.0,0.05,MANY-SHORT,3,13,74,74,3,4.98,-126.53,-17.323,109.206,326
HKWB,4459,31.0,0.05,MANY-SHORT,3,14,74,74,3,4.98,-89.977,-11.864,78.113,344
HKWB,4459,31.0,0.05,MEDIUM,1,0,12,12,18,4.84,-10.027,-8.234,1.793,857
HKWB,4459,31.0,0.05,MEDIUM,1,1,12,12,18,4.84,-12.056,-7.138,4.918,850
HKWB,4459,31.0,0.05,MEDIUM,1,2,12,12,18,4.84,-6.129,-7.727,-1.598,852
HKWB,4459,31.0,0.05,MEDIUM,1,3,12,12,18,4.84,-26.853,-17.441,9.412,870
HKWB,4459,31.0,0.05,MEDIUM,1,4,12,12,18,4.84,-8.894,-8.029,0.866,863
HKWB,4459,31.0,0.05,MEDIUM,1,5,12,12,18,4.84,-9.372,-10.599,-1.227,862
HKWB,4459,31.0,0.05,MEDIUM,1,6,12,12,18,4.84,-8.846,-7.179,1.667,879
HKWB,4459,31.0,0.05,MEDIUM,1,7,12,12,18,4.84,-21.343,-9.287,12.055,854
HKWB,4459,31.0,0.05,MEDIUM,1,8,12,12,18,4.84,-61.828,-10.274,51.554,861
HKWB,4459,31.0,0.05,MEDIUM,1,9,12,12,18,4.84,-11.931,-10.667,1.264,858
HKWB,4459,31.0,0.05,MEDIUM,1,10,12,12,18,4.84,-18.993,-7.349,11.644,872
HKWB,4459,31.0,0.05,MEDIUM,1,11,12,12,18,4.84,-11.509,-8.065,3.444,884
HKWB,4459,31.0,0.05,MEDIUM,1,12,12,12,18,4.84,-8.38,-111.758,-103.378,869
HKWB,4459,31.0,0.05,MEDIUM,1,13,12,12,18,4.84,-11.365,-9.265,2.099,891
HKWB,4459,31.0,0.05,MEDIUM,1,14,12,12,18,4.84,-24.935,-12.723,12.212,874
HKWB,4459,31.0,0.05,MEDIUM,3,0,12,12,18,4.84,-17.722,-14.852,2.871,849
HKWB,4459,31.0,0.05,MEDIUM,3,1,12,12,18,4.84,-22.212,-11.084,11.128,841
HKWB,4459,31.0,0.05,MEDIUM,3,2,12,12,18,4.84,-11.228,-9.73,1.498,844
HKWB,4459,31.0,0.05,MEDIUM,3,3,12,12,18,4.84,-27.618,-38.505,-10.886,863
HKWB,4459,31.0,0.05,MEDIUM,3,4,12,12,18,4.84,-15.608,-14.785,0.823,856
HKWB,4459,31.0,0.05,MEDIUM,3,5,12,12,18,4.84,-12.332,-19.454,-7.122,854
HKWB,4459,31.0,0.05,MEDIUM,3,6,12,12,18,4.84,-11.41,-12.783,-1.373,871
HKWB,4459,31.0,0.05,MEDIUM,3,7,12,12,18,4.84,-28.283,-19.05,9.233,846
HKWB,4459,31.0,0.05,MEDIUM,3,8,12,12,18,4.84,-44.589,-18.087,26.502,853
HKWB,4459,31.0,0.05,MEDIUM,3,9,12,12,18,4.84,-17.531,-16.841,0.69,850
HKWB,4459,31.0,0.05,MEDIUM,3,10,12,12,18,4.84,-37.64,-10.571,27.069,865
HKWB,4459,31.0,0.05,MEDIUM,3,11,12,12,18,4.84,-14.835,-13.032,1.803,877
HKWB,4459,31.0,0.05,MEDIUM,3,12,12,12,18,4.84,-13.842,-65.566,-51.724,861
HKWB,4459,31.0,0.05,MEDIUM,3,13,12,12,18,4.84,-23.217,-20.628,2.589,884
HKWB,4459,31.0,0.05,MEDIUM,3,14,12,12,18,4.84,-37.692,-14.509,23.183,867
HKWB,4459,31.0,0.05,FEW-LONG,1,0,1,1,144,3.23,-15.163,-18.569,-3.406,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,1,1,1,144,3.23,-7.22,-8.443,-1.223,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,2,1,1,144,3.23,-16.406,-17.754,-1.348,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,3,1,1,144,3.23,-11.221,-13.889,-2.668,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,4,1,1,144,3.23,-10.58,-10.657,-0.077,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,5,1,1,144,3.23,-7.73,-8.514,-0.784,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,6,1,1,144,3.23,-9.163,-9.336,-0.172,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,7,1,1,144,3.23,-10.039,-13.419,-3.38,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,8,1,1,144,3.23,-8.464,-11.734,-3.27,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,9,1,1,144,3.23,-9.387,-10.777,-1.39,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,10,1,1,144,3.23,-8.225,-9.359,-1.134,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,11,1,1,144,3.23,-10.076,-10.337,-0.261,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,12,1,1,144,3.23,-10.663,-7.315,3.348,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,13,1,1,144,3.23,-10.019,-12.949,-2.93,1036
HKWB,4459,31.0,0.05,FEW-LONG,1,14,1,1,144,3.23,-12.781,-11.653,1.128,1036
HKWB,4459,31.0,0.05,FEW-LONG,3,0,1,1,144,3.23,-31.687,-36.783,-5.096,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,1,1,1,144,3.23,-13.742,-11.762,1.981,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,2,1,1,144,3.23,-34.716,-33.28,1.435,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,3,1,1,144,3.23,-20.463,-21.084,-0.621,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,4,1,1,144,3.23,-14.489,-15.919,-1.43,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,5,1,1,144,3.23,-13.842,-15.217,-1.376,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,6,1,1,144,3.23,-12.753,-12.066,0.687,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,7,1,1,144,3.23,-16.795,-18.778,-1.983,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,8,1,1,144,3.23,-14.152,-16.558,-2.406,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,9,1,1,144,3.23,-15.193,-16.014,-0.822,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,10,1,1,144,3.23,-14.016,-15.763,-1.747,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,11,1,1,144,3.23,-13.505,-12.367,1.138,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,12,1,1,144,3.23,-11.59,-13.116,-1.526,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,13,1,1,144,3.23,-16.606,-19.27,-2.664,1033
HKWB,4459,31.0,0.05,FEW-LONG,3,14,1,1,144,3.23,-14.518,-16.172,-1.653,1033
HKWB,4459,31.0,0.1,MANY-SHORT,1,1,148,148,3,9.96,-1138.515,-17.422,1121.093,150
HKWB,4459,31.0,0.1,MANY-SHORT,1,4,148,148,3,9.96,-257.012,-6.389,250.623,152
HKWB,4459,31.0,0.1,MANY-SHORT,1,8,148,148,3,9.96,-927.874,-13.343,914.531,155
HKWB,4459,31.0,0.1,MANY-SHORT,1,14,148,148,3,9.96,-443.197,-15.53,427.667,162
HKWB,4459,31.0,0.1,MANY-SHORT,3,14,148,148,3,9.96,-451.207,-18.402,432.805,153
HKWB,4459,31.0,0.1,MEDIUM,1,0,24,24,18,9.69,-14.187,-6.964,7.223,667
HKWB,4459,31.0,0.1,MEDIUM,1,1,24,24,18,9.69,-106.683,-18.966,87.717,695
HKWB,4459,31.0,0.1,MEDIUM,1,2,24,24,18,9.69,-24.388,-17.848,6.54,642
HKWB,4459,31.0,0.1,MEDIUM,1,3,24,24,18,9.69,-63.149,-22.119,41.03,654
HKWB,4459,31.0,0.1,MEDIUM,1,4,24,24,18,9.69,-17.385,-8.082,9.303,636
HKWB,4459,31.0,0.1,MEDIUM,1,5,24,24,18,9.69,-26.9,-8.383,18.517,644
HKWB,4459,31.0,0.1,MEDIUM,1,6,24,24,18,9.69,-57.556,-19.894,37.662,675
HKWB,4459,31.0,0.1,MEDIUM,1,7,24,24,18,9.69,-29.244,-10.402,18.841,664
HKWB,4459,31.0,0.1,MEDIUM,1,8,24,24,18,9.69,-69.193,-14.719,54.474,664
HKWB,4459,31.0,0.1,MEDIUM,1,9,24,24,18,9.69,-12.305,-6.092,6.214,687
HKWB,4459,31.0,0.1,MEDIUM,1,10,24,24,18,9.69,-30.799,-9.107,21.693,674
HKWB,4459,31.0,0.1,MEDIUM,1,11,24,24,18,9.69,-10.332,-7.826,2.506,669
HKWB,4459,31.0,0.1,MEDIUM,1,12,24,24,18,9.69,-51.082,-106.132,-55.049,670
HKWB,4459,31.0,0.1,MEDIUM,1,13,24,24,18,9.69,-12.704,-10.566,2.138,735
HKWB,4459,31.0,0.1,MEDIUM,1,14,24,24,18,9.69,-28.266,-18.081,10.184,689
HKWB,4459,31.0,0.1,MEDIUM,3,0,24,24,18,9.69,-16.519,-12.773,3.746,655
HKWB,4459,31.0,0.1,MEDIUM,3,1,24,24,18,9.69,-94.75,-33.36,61.39,685
HKWB,4459,31.0,0.1,MEDIUM,3,2,24,24,18,9.69,-26.461,-13.894,12.568,630
HKWB,4459,31.0,0.1,MEDIUM,3,3,24,24,18,9.69,-96.49,-17.468,79.022,644
HKWB,4459,31.0,0.1,MEDIUM,3,4,24,24,18,9.69,-22.626,-9.222,13.404,623
HKWB,4459,31.0,0.1,MEDIUM,3,5,24,24,18,9.69,-62.045,-12.902,49.143,632
HKWB,4459,31.0,0.1,MEDIUM,3,6,24,24,18,9.69,-47.498,-11.875,35.622,664
HKWB,4459,31.0,0.1,MEDIUM,3,7,24,24,18,9.69,-23.429,-15.133,8.296,653
HKWB,4459,31.0,0.1,MEDIUM,3,8,24,24,18,9.69,-59.829,-22.204,37.625,653
HKWB,4459,31.0,0.1,MEDIUM,3,9,24,24,18,9.69,-18.585,-14.88,3.705,677
HKWB,4459,31.0,0.1,MEDIUM,3,10,24,24,18,9.69,-50.27,-12.078,38.192,663
HKWB,4459,31.0,0.1,MEDIUM,3,11,24,24,18,9.69,-14.944,-15.015,-0.071,658
HKWB,4459,31.0,0.1,MEDIUM,3,12,24,24,18,9.69,-29.309,-58.979,-29.67,658
HKWB,4459,31.0,0.1,MEDIUM,3,13,24,24,18,9.69,-22.348,-20.898,1.45,727
HKWB,4459,31.0,0.1,MEDIUM,3,14,24,24,18,9.69,-34.86,-14.846,20.014,679
HKWB,4459,31.0,0.1,FEW-LONG,1,0,3,3,144,9.69,-16.426,-13.339,3.087,933
HKWB,4459,31.0,0.1,FEW-LONG,1,1,3,3,144,9.69,-13.196,-27.886,-14.69,947
HKWB,4459,31.0,0.1,FEW-LONG,1,2,3,3,144,9.69,-14.819,-8.828,5.991,933
HKWB,4459,31.0,0.1,FEW-LONG,1,3,3,3,144,9.69,-11.556,-9.274,2.282,933
HKWB,4459,31.0,0.1,FEW-LONG,1,4,3,3,144,9.69,-11.162,-10.426,0.736,933
HKWB,4459,31.0,0.1,FEW-LONG,1,5,3,3,144,9.69,-11.572,-10.585,0.987,933
HKWB,4459,31.0,0.1,FEW-LONG,1,6,3,3,144,9.69,-26.398,-79.989,-53.591,933
HKWB,4459,31.0,0.1,FEW-LONG,1,7,3,3,144,9.69,-8.156,-11.713,-3.557,933
HKWB,4459,31.0,0.1,FEW-LONG,1,8,3,3,144,9.69,-103.628,-123.282,-19.654,933
HKWB,4459,31.0,0.1,FEW-LONG,1,9,3,3,144,9.69,-12.975,-11.559,1.417,933
HKWB,4459,31.0,0.1,FEW-LONG,1,10,3,3,144,9.69,-8.825,-11.005,-2.181,933
HKWB,4459,31.0,0.1,FEW-LONG,1,11,3,3,144,9.69,-11.817,-9.942,1.876,933
HKWB,4459,31.0,0.1,FEW-LONG,1,12,3,3,144,9.69,-7.761,-10.415,-2.654,933
HKWB,4459,31.0,0.1,FEW-LONG,1,13,3,3,144,9.69,-12.3,-13.396,-1.096,933
HKWB,4459,31.0,0.1,FEW-LONG,1,14,3,3,144,9.69,-18.342,-6.967,11.375,933
HKWB,4459,31.0,0.1,FEW-LONG,3,0,3,3,144,9.69,-31.339,-36.363,-5.024,929
HKWB,4459,31.0,0.1,FEW-LONG,3,1,3,3,144,9.69,-16.993,-21.828,-4.834,943
HKWB,4459,31.0,0.1,FEW-LONG,3,2,3,3,144,9.69,-36.634,-23.679,12.955,929
HKWB,4459,31.0,0.1,FEW-LONG,3,3,3,3,144,9.69,-18.778,-20.519,-1.742,929
HKWB,4459,31.0,0.1,FEW-LONG,3,4,3,3,144,9.69,-13.974,-17.265,-3.29,929
HKWB,4459,31.0,0.1,FEW-LONG,3,5,3,3,144,9.69,-21.798,-20.663,1.134,929
HKWB,4459,31.0,0.1,FEW-LONG,3,6,3,3,144,9.69,-36.331,-85.728,-49.397,929
HKWB,4459,31.0,0.1,FEW-LONG,3,7,3,3,144,9.69,-13.541,-19.429,-5.888,929
HKWB,4459,31.0,0.1,FEW-LONG,3,8,3,3,144,9.69,-71.501,-86.679,-15.178,929
HKWB,4459,31.0,0.1,FEW-LONG,3,9,3,3,144,9.69,-14.683,-19.479,-4.796,929
HKWB,4459,31.0,0.1,FEW-LONG,3,10,3,3,144,9.69,-12.563,-25.034,-12.471,929
HKWB,4459,31.0,0.1,FEW-LONG,3,11,3,3,144,9.69,-18.039,-16.026,2.013,929
HKWB,4459,31.0,0.1,FEW-LONG,3,12,3,3,144,9.69,-14.611,-18.818,-4.207,929
HKWB,4459,31.0,0.1,FEW-LONG,3,13,3,3,144,9.69,-22.708,-16.091,6.617,929
HKWB,4459,31.0,0.1,FEW-LONG,3,14,3,3,144,9.69,-34.661,-16.105,18.556,929
HKWB,4459,31.0,0.2,MEDIUM,1,0,49,49,18,19.78,-11.668,-10.055,1.614,405
HKWB,4459,31.0,0.2,MEDIUM,1,1,49,49,18,19.78,-110.749,-27.711,83.039,422
HKWB,4459,31.0,0.2,MEDIUM,1,2,49,49,18,19.78,-361.993,-26.675,335.318,321
HKWB,4459,31.0,0.2,MEDIUM,1,3,49,49,18,19.78,-371.98,-26.279,345.701,373
HKWB,4459,31.0,0.2,MEDIUM,1,4,49,49,18,19.78,-16.101,-12.198,3.903,377
HKWB,4459,31.0,0.2,MEDIUM,1,5,49,49,18,19.78,-19.081,-8.696,10.385,359
HKWB,4459,31.0,0.2,MEDIUM,1,6,49,49,18,19.78,-543.91,-19.916,523.993,400
HKWB,4459,31.0,0.2,MEDIUM,1,7,49,49,18,19.78,-25.295,-17.664,7.63,384
HKWB,4459,31.0,0.2,MEDIUM,1,8,49,49,18,19.78,-144.83,-15.65,129.18,385
HKWB,4459,31.0,0.2,MEDIUM,1,9,49,49,18,19.78,-98.575,-21.824,76.752,397
HKWB,4459,31.0,0.2,MEDIUM,1,10,49,49,18,19.78,-410.036,-34.877,375.159,398
HKWB,4459,31.0,0.2,MEDIUM,1,11,49,49,18,19.78,-31.472,-14.83,16.642,365
HKWB,4459,31.0,0.2,MEDIUM,1,12,49,49,18,19.78,-507.511,-55.672,451.839,401
HKWB,4459,31.0,0.2,MEDIUM,1,13,49,49,18,19.78,-133.196,-9.78,123.415,380
HKWB,4459,31.0,0.2,MEDIUM,1,14,49,49,18,19.78,-132.067,-18.051,114.015,361
HKWB,4459,31.0,0.2,MEDIUM,3,0,49,49,18,19.78,-28.929,-23.73,5.199,392
HKWB,4459,31.0,0.2,MEDIUM,3,1,49,49,18,19.78,-101.736,-31.524,70.213,410
HKWB,4459,31.0,0.2,MEDIUM,3,2,49,49,18,19.78,-232.338,-26.008,206.33,309
HKWB,4459,31.0,0.2,MEDIUM,3,3,49,49,18,19.78,-260.958,-26.119,234.839,362
HKWB,4459,31.0,0.2,MEDIUM,3,4,49,49,18,19.78,-27.176,-28.71,-1.535,364
HKWB,4459,31.0,0.2,MEDIUM,3,5,49,49,18,19.78,-13.776,-17.015,-3.238,346
HKWB,4459,31.0,0.2,MEDIUM,3,6,49,49,18,19.78,-486.1,-15.161,470.938,388
HKWB,4459,31.0,0.2,MEDIUM,3,7,49,49,18,19.78,-27.252,-19.53,7.723,371
HKWB,4459,31.0,0.2,MEDIUM,3,8,49,49,18,19.78,-90.854,-28.444,62.41,372
HKWB,4459,31.0,0.2,MEDIUM,3,9,49,49,18,19.78,-104.367,-38.075,66.292,384
HKWB,4459,31.0,0.2,MEDIUM,3,10,49,49,18,19.78,-266.027,-38.844,227.184,387
HKWB,4459,31.0,0.2,MEDIUM,3,11,49,49,18,19.78,-54.137,-34.954,19.183,353
HKWB,4459,31.0,0.2,MEDIUM,3,12,49,49,18,19.78,-364.361,-116.96,247.402,390
HKWB,4459,31.0,0.2,MEDIUM,3,13,49,49,18,19.78,-138.125,-20.844,117.281,368
HKWB,4459,31.0,0.2,MEDIUM,3,14,49,49,18,19.78,-98.144,-19.662,78.481,349
HKWB,4459,31.0,0.2,FEW-LONG,1,0,6,6,144,19.38,-117.809,-59.814,57.995,793
HKWB,4459,31.0,0.2,FEW-LONG,1,1,6,6,144,19.38,-12.283,-11.801,0.482,793
HKWB,4459,31.0,0.2,FEW-LONG,1,2,6,6,144,19.38,-144.084,-166.455,-22.371,794
HKWB,4459,31.0,0.2,FEW-LONG,1,3,6,6,144,19.38,-23.393,-19.371,4.022,779
HKWB,4459,31.0,0.2,FEW-LONG,1,4,6,6,144,19.38,-13.11,-12.479,0.631,779
HKWB,4459,31.0,0.2,FEW-LONG,1,5,6,6,144,19.38,-17.399,-12.143,5.256,797
HKWB,4459,31.0,0.2,FEW-LONG,1,6,6,6,144,19.38,-16.96,-70.681,-53.721,790
HKWB,4459,31.0,0.2,FEW-LONG,1,7,6,6,144,19.38,-8.163,-6.998,1.165,789
HKWB,4459,31.0,0.2,FEW-LONG,1,8,6,6,144,19.38,-97.354,-115.254,-17.9,779
HKWB,4459,31.0,0.2,FEW-LONG,1,9,6,6,144,19.38,-24.869,-13.492,11.378,779
HKWB,4459,31.0,0.2,FEW-LONG,1,10,6,6,144,19.38,-16.926,-15.725,1.201,780
HKWB,4459,31.0,0.2,FEW-LONG,1,11,6,6,144,19.38,-22.196,-12.598,9.598,779
HKWB,4459,31.0,0.2,FEW-LONG,1,12,6,6,144,19.38,-29.525,-22.233,7.292,779
HKWB,4459,31.0,0.2,FEW-LONG,1,13,6,6,144,19.38,-10.482,-10.174,0.308,786
HKWB,4459,31.0,0.2,FEW-LONG,1,14,6,6,144,19.38,-29.873,-140.794,-110.921,782
HKWB,4459,31.0,0.2,FEW-LONG,3,0,6,6,144,19.38,-94.739,-76.672,18.068,788
HKWB,4459,31.0,0.2,FEW-LONG,3,1,6,6,144,19.38,-17.608,-15.435,2.173,788
HKWB,4459,31.0,0.2,FEW-LONG,3,2,6,6,144,19.38,-120.291,-135.576,-15.284,789
HKWB,4459,31.0,0.2,FEW-LONG,3,3,6,6,144,19.38,-33.646,-31.136,2.51,774
HKWB,4459,31.0,0.2,FEW-LONG,3,4,6,6,144,19.38,-20.363,-21.291,-0.929,774
HKWB,4459,31.0,0.2,FEW-LONG,3,5,6,6,144,19.38,-41.44,-14.942,26.498,792
HKWB,4459,31.0,0.2,FEW-LONG,3,6,6,6,144,19.38,-24.099,-51.784,-27.685,785
HKWB,4459,31.0,0.2,FEW-LONG,3,7,6,6,144,19.38,-12.681,-10.793,1.888,785
HKWB,4459,31.0,0.2,FEW-LONG,3,8,6,6,144,19.38,-79.303,-66.299,13.004,774
HKWB,4459,31.0,0.2,FEW-LONG,3,9,6,6,144,19.38,-21.323,-27.366,-6.043,774
HKWB,4459,31.0,0.2,FEW-LONG,3,10,6,6,144,19.38,-28.774,-22.366,6.408,775
HKWB,4459,31.0,0.2,FEW-LONG,3,11,6,6,144,19.38,-60.665,-21.88,38.785,774
HKWB,4459,31.0,0.2,FEW-LONG,3,12,6,6,144,19.38,-28.875,-20.27,8.605,774
HKWB,4459,31.0,0.2,FEW-LONG,3,13,6,6,144,19.38,-26.786,-16.312,10.474,781
HKWB,4459,31.0,0.2,FEW-LONG,3,14,6,6,144,19.38,-42.807,-78.51,-35.703,777
HKWA,4007,27.8,0.05,MANY-SHORT,1,0,66,66,3,4.94,-4.291,-2.982,1.309,325
HKWA,4007,27.8,0.05,MANY-SHORT,1,1,66,66,3,4.94,0.625,-3.325,-3.949,352
HKWA,4007,27.8,0.05,MANY-SHORT,1,2,66,66,3,4.94,-1.283,-3.499,-2.216,284
HKWA,4007,27.8,0.05,MANY-SHORT,1,3,66,66,3,4.94,-0.841,-3.613,-2.772,320
HKWA,4007,27.8,0.05,MANY-SHORT,1,4,66,66,3,4.94,-6.542,-3.405,3.137,330
HKWA,4007,27.8,0.05,MANY-SHORT,1,5,66,66,3,4.94,-5.991,-1.942,4.049,313
HKWA,4007,27.8,0.05,MANY-SHORT,1,6,66,66,3,4.94,-2.383,-2.301,0.083,356
HKWA,4007,27.8,0.05,MANY-SHORT,1,7,66,66,3,4.94,-2.296,-2.321,-0.024,317
HKWA,4007,27.8,0.05,MANY-SHORT,1,8,66,66,3,4.94,-8.308,-3.886,4.421,368
HKWA,4007,27.8,0.05,MANY-SHORT,1,9,66,66,3,4.94,-2.347,-1.964,0.383,383
HKWA,4007,27.8,0.05,MANY-SHORT,1,10,66,66,3,4.94,-1.64,-2.024,-0.384,381
HKWA,4007,27.8,0.05,MANY-SHORT,1,11,66,66,3,4.94,0.83,-2.816,-3.646,323
HKWA,4007,27.8,0.05,MANY-SHORT,1,12,66,66,3,4.94,-2.63,-2.06,0.57,296
HKWA,4007,27.8,0.05,MANY-SHORT,1,13,66,66,3,4.94,-2.744,-2.126,0.618,304
HKWA,4007,27.8,0.05,MANY-SHORT,1,14,66,66,3,4.94,-1.029,-2.919,-1.889,317
HKWA,4007,27.8,0.05,MANY-SHORT,3,0,66,66,3,4.94,-0.775,-7.604,-6.829,313
HKWA,4007,27.8,0.05,MANY-SHORT,3,1,66,66,3,4.94,4.974,-3.818,-8.792,339
HKWA,4007,27.8,0.05,MANY-SHORT,3,2,66,66,3,4.94,0.944,-4.141,-5.085,271
HKWA,4007,27.8,0.05,MANY-SHORT,3,3,66,66,3,4.94,4.78,-4.06,-8.84,307
HKWA,4007,27.8,0.05,MANY-SHORT,3,4,66,66,3,4.94,-6.054,-3.492,2.561,319
HKWA,4007,27.8,0.05,MANY-SHORT,3,5,66,66,3,4.94,-13.424,-7.487,5.936,300
HKWA,4007,27.8,0.05,MANY-SHORT,3,6,66,66,3,4.94,-6.956,-1.084,5.872,343
HKWA,4007,27.8,0.05,MANY-SHORT,3,7,66,66,3,4.94,-0.845,-1.96,-1.114,304
HKWA,4007,27.8,0.05,MANY-SHORT,3,8,66,66,3,4.94,-9.602,-4.282,5.319,356
HKWA,4007,27.8,0.05,MANY-SHORT,3,9,66,66,3,4.94,3.647,-4.011,-7.658,370
HKWA,4007,27.8,0.05,MANY-SHORT,3,10,66,66,3,4.94,-0.583,-4.432,-3.849,368
HKWA,4007,27.8,0.05,MANY-SHORT,3,11,66,66,3,4.94,1.206,-4.527,-5.734,310
HKWA,4007,27.8,0.05,MANY-SHORT,3,12,66,66,3,4.94,-0.314,-1.917,-1.603,284
HKWA,4007,27.8,0.05,MANY-SHORT,3,13,66,66,3,4.94,-3.546,-6.128,-2.581,292
HKWA,4007,27.8,0.05,MANY-SHORT,3,14,66,66,3,4.94,5.768,-5.07,-10.839,305
HKWA,4007,27.8,0.05,MEDIUM,1,0,11,11,18,4.94,-2.981,-2.498,0.483,765
HKWA,4007,27.8,0.05,MEDIUM,1,1,11,11,18,4.94,-3.504,-1.658,1.846,757
HKWA,4007,27.8,0.05,MEDIUM,1,2,11,11,18,4.94,-0.34,-2.195,-1.855,761
HKWA,4007,27.8,0.05,MEDIUM,1,3,11,11,18,4.94,-7.376,-3.779,3.597,779
HKWA,4007,27.8,0.05,MEDIUM,1,4,11,11,18,4.94,-1.819,-2.933,-1.113,771
HKWA,4007,27.8,0.05,MEDIUM,1,5,11,11,18,4.94,-1.8,-3.802,-2.002,769
HKWA,4007,27.8,0.05,MEDIUM,1,6,11,11,18,4.94,-1.343,-2.036,-0.693,773
HKWA,4007,27.8,0.05,MEDIUM,1,7,11,11,18,4.94,-8.452,-3.327,5.125,763
HKWA,4007,27.8,0.05,MEDIUM,1,8,11,11,18,4.94,-4.471,-3.684,0.786,769
HKWA,4007,27.8,0.05,MEDIUM,1,9,11,11,18,4.94,-3.234,-1.106,2.129,757
HKWA,4007,27.8,0.05,MEDIUM,1,10,11,11,18,4.94,-2.426,-2.334,0.093,770
HKWA,4007,27.8,0.05,MEDIUM,1,11,11,11,18,4.94,-4.187,-3.128,1.059,796
HKWA,4007,27.8,0.05,MEDIUM,1,12,11,11,18,4.94,-9.525,-4.717,4.807,778
HKWA,4007,27.8,0.05,MEDIUM,1,13,11,11,18,4.94,-4.446,-1.733,2.713,801
HKWA,4007,27.8,0.05,MEDIUM,1,14,11,11,18,4.94,-2.073,-2.094,-0.022,785
HKWA,4007,27.8,0.05,MEDIUM,3,0,11,11,18,4.94,0.104,-4.297,-4.401,758
HKWA,4007,27.8,0.05,MEDIUM,3,1,11,11,18,4.94,-5.108,-1.476,3.632,749
HKWA,4007,27.8,0.05,MEDIUM,3,2,11,11,18,4.94,-3.085,-1.572,1.513,753
HKWA,4007,27.8,0.05,MEDIUM,3,3,11,11,18,4.94,-5.628,-4.891,0.737,772
HKWA,4007,27.8,0.05,MEDIUM,3,4,11,11,18,4.94,-3.19,-2.841,0.349,764
HKWA,4007,27.8,0.05,MEDIUM,3,5,11,11,18,4.94,-1.946,-2.578,-0.632,762
