model,rmse_pers_honest,rmse_model_honest,rmse_pers_naive,rmse_model_naive,skill_honest,skill_naive,excess_honest,excess_naive,n_train_honest,n_test_honest,n_train_naive,n_test_naive,test_start,test_end,test_target_std,bias,rmse_bias,record,record_len,record_days,missing_frac,condition,horizon,replicate,origin,nominal_gap_len,n_gaps_placed,mean_gap_len,achieved_missing_pct,intact_rp,rp_h_over_intact
XGBoost,0.6575352996052526,0.8663941381192231,0.8685641557026335,0.9625320633174516,-31.76389748799153,-10.818764163575434,0.20885883851397047,0.0939679076148181,3285,749,3285,875,2025-09-21 13:20:00,2025-09-29 04:30:00,3.920891703255777,20.945133324416098,-0.11489093089915237,HKWB,4459,31.0,0.05,FEW-LONG,3,13,3,144,2,111.0,4.979,1.0732,0.613
XGBoost,0.6451558326847902,0.9110429673335848,0.8156933885022256,0.9855751010858151,-41.21285450405308,-20.826662932198815,0.26588713464879465,0.16988171258358953,3243,805,3309,865,2025-09-23 02:30:00,2025-09-29 04:30:00,3.8104921977800985,20.386191571854262,-0.09600542206520513,HKWB,4459,31.0,0.05,FEW-LONG,3,14,4,144,2,111.0,4.979,1.0732,0.601
XGBoost,1.1535610292654201,1.2380675423593042,1.2251176139347293,1.2839995006222806,-7.325708042312873,-4.80622317545818,0.08450651309388402,0.058881886687551344,2616,767,2616,893,2025-09-16 21:50:00,2025-09-24 15:30:00,3.3675206214252213,2.519484866854693,-0.025624626406332673,HKWB,4459,31.0,0.05,FEW-LONG,3,15,0,144,2,111.0,4.979,1.0732,1.075
XGBoost,0.9672850960087621,1.1116427769303354,1.109213922961856,1.189521881848423,-14.92400549922932,-7.2400785118281075,0.1443576809215733,0.08030795888656694,2665,941,2728,1004,2025-09-18 11:00:00,2025-09-26 04:40:00,2.7496880429817727,7.683926987401213,-0.06404972203500636,HKWB,4459,31.0,0.05,FEW-LONG,3,16,1,144,2,111.0,4.979,1.0732,0.901
XGBoost,0.9455935065885573,1.0521258732499792,0.9610606990875641,1.125952592115312,-11.266190590263413,-17.157281864121288,0.10653236666142185,0.16489189302774787,2888,941,2951,1004,2025-09-20 00:10:00,2025-09-27 17:50:00,3.9458965463163094,-5.8910912738578745,0.05835952636632602,HKWB,4459,31.0,0.05,FEW-LONG,3,17,2,144,2,111.0,4.979,1.0732,0.881
XGBoost,0.907723851063933,1.0327672186056054,0.907723851063933,1.0259864073112872,-13.775485506424712,-13.02847293356233,0.12504336754167233,0.11826255624735416,2937,1097,3063,1097,2025-09-21 13:20:00,2025-09-29 04:30:00,3.4641665187509645,0.7470125728623813,-0.006780811294318179,HKWB,4459,31.0,0.05,FEW-LONG,3,18,3,144,2,111.0,4.979,1.0732,0.846
XGBoost,0.8541336357588043,0.9686171513786073,0.8541336357588043,0.990454050144717,-13.403466486610949,-15.960080329210658,0.11448351561980297,0.1363204143859127,3160,874,3286,874,2025-09-23 02:30:00,2025-09-29 04:30:00,3.6836440015467113,-2.5566138425997096,0.021836898766109725,HKWB,4459,31.0,0.05,FEW-LONG,3,19,4,144,2,111.0,4.979,1.0732,0.796
XGBoost,1.0986133318482887,1.163859338956331,1.0986133318482887,1.1709917036266324,-5.9389418657676,-6.588157059461097,0.06524600710804229,0.07237837177834372,2268,1115,2394,1115,2025-09-16 21:50:00,2025-09-24 15:30:00,3.066899199893224,-0.6492151936934976,0.007132364670301428,HKWB,4459,31.0,0.05,FEW-LONG,3,20,0,144,2,111.0,4.979,1.0732,1.024
XGBoost,1.0634924620281274,1.069097931688945,1.158019576536353,1.174426363392527,-0.5270812780494794,-1.4167970204136626,0.005605469660817652,0.016406786856173916,2665,941,2728,1004,2025-09-18 11:00:00,2025-09-26 04:40:00,2.3770281397225923,-0.8897157423641833,0.010801317195356264,HKWB,4459,31.0,0.05,FEW-LONG,3,21,1,144,2,111.0,4.979,1.0732,0.991
XGBoost,1.0763770273155848,1.1400870032788413,1.0763770273155848,1.1563674582343102,-5.918927508342042,-7.43145095898381,0.06370997596325645,0.07999043091872537,2714,1115,2840,1115,2025-09-20 00:10:00,2025-09-27 17:50:00,3.711101372216743,-1.5125234506417673,0.016280454955468926,HKWB,4459,31.0,0.05,FEW-LONG,3,22,2,144,2,111.0,4.979,1.0732,1.003
XGBoost,0.907723851063933,0.9945718611683337,0.907723851063933,0.9997072459436979,-9.567668625497404,-10.133411694751882,0.08684801010440069,0.09198339487976481,2937,1097,3063,1097,2025-09-21 13:20:00,2025-09-29 04:30:00,3.4641665187509645,-0.5657430692544771,0.005135384775364127,HKWB,4459,31.0,0.05,FEW-LONG,3,23,3,144,2,111.0,4.979,1.0732,0.846
XGBoost,0.8541336357588043,1.4246661469376194,0.8541336357588043,1.4490801350918323,-66.79663313715065,-69.65496667327508,0.5705325111788151,0.594946499333028,3160,874,3286,874,2025-09-23 02:30:00,2025-09-29 04:30:00,3.6836440015467113,-2.8583335361244337,0.024413988154212918,HKWB,4459,31.0,0.05,FEW-LONG,3,24,4,144,2,111.0,4.979,1.0732,0.796
XGBoost,0.9980638461642578,1.1513662505920996,0.9949422389088426,1.1123596084873095,-15.359979726448469,-11.801425749824347,0.15330240442784182,0.11741736957846693,2442,941,2505,1004,2025-09-16 21:50:00,2025-09-24 15:30:00,3.06797871684057,3.558553976624122,-0.035885034849374886,HKWB,4459,31.0,0.05,FEW-LONG,3,25,0,144,2,111.0,4.979,1.0732,0.93
XGBoost,1.0731575058149645,1.1173382693717802,1.0731575058149645,1.1206795490032575,-4.11689461401703,-4.4282449622531805,0.04418076355681566,0.047522043188293006,2491,1115,2617,1115,2025-09-18 11:00:00,2025-09-26 04:40:00,2.7525309162690235,-0.31135034823615015,0.003341279631477345,HKWB,4459,31.0,0.05,FEW-LONG,3,26,1,144,2,111.0,4.979,1.0732,1.0
XGBoost,1.0763770273155848,1.1643823070910284,1.0763770273155848,1.1934832123773758,-8.176064477604395,-10.879662245658128,0.08800527977544359,0.11710618506179094,2717,1115,2840,1115,2025-09-20 00:10:00,2025-09-27 17:50:00,3.711101372216743,-2.703597768053733,0.029100905286347345,HKWB,4459,31.0,0.05,FEW-LONG,3,27,2,144,2,111.0,4.979,1.0732,1.003
XGBoost,0.713070180515351,0.9133723620813246,0.7174896886693607,0.9198043095884316,-28.090107683539767,-28.197564942609677,0.20030218156597357,0.20231462091907093,3111,923,3174,986,2025-09-21 13:20:00,2025-09-29 04:30:00,3.706487281273378,-0.10745725906991055,0.0020124393530973617,HKWB,4459,31.0,0.05,FEW-LONG,3,28,3,144,2,111.0,4.979,1.0732,0.664
XGBoost,0.8541336357588043,0.9922886158353108,0.8541336357588043,1.0030168582857613,-16.17486705739799,-17.43090498885347,0.1381549800765065,0.14888322252695696,3160,874,3286,874,2025-09-23 02:30:00,2025-09-29 04:30:00,3.6836440015467113,-1.2560379314554808,0.010728242450450454,HKWB,4459,31.0,0.05,FEW-LONG,3,29,4,144,2,111.0,4.979,1.0732,0.796
Ridge,1.14186931029139,1.0953681798542576,1.1586238509920506,1.11468164788555,4.072368879523158,3.792620276967018,-0.04650113043713233,-0.043942203106500655,2442,941,2505,1004,2025-09-16 21:50:00,2025-09-24 15:30:00,2.9466744092952863,-0.2797486025561402,0.0025589273306316773,HKWB,4459,31.0,0.05,FEW-LONG,3,0,0,144,2,111.0,4.979,1.0732,1.064
Ridge,0.9949291229114907,0.9272815005215003,1.1532005061438872,1.1200914913398174,6.799240351114777,2.8710544807841742,-0.06764762238999045,-0.0331090148040698,2665,941,2728,1004,2025-09-18 11:00:00,2025-09-26 04:40:00,1.8891522466085642,-3.928185870330603,0.034538607585920644,HKWB,4459,31.0,0.05,FEW-LONG,3,1,1,144,2,111.0,4.979,1.0732,0.927
Ridge,1.0763770273155848,1.0381202913562868,1.0763770273155848,1.0386956037608837,3.554213346108648,3.50076437887904,-0.038256735959298016,-0.037681423554701166,2714,1115,2840,1115,2025-09-20 00:10:00,2025-09-27 17:50:00,3.711101372216743,-0.0534489672296079,0.0005753124045968505,HKWB,4459,31.0,0.05,FEW-LONG,3,2,2,144,2,111.0,4.979,1.0732,1.003
Ridge,0.907723851063933,0.870259733821041,0.907723851063933,0.8696042744929863,4.127259319999221,4.199468431535347,-0.037464117242892,-0.03811957657094678,2937,1097,3063,1097,2025-09-21 13:20:00,2025-09-29 04:30:00,3.4641665187509645,0.07220911153612608,-0.0006554593280547749,HKWB,4459,31.0,0.05,FEW-LONG,3,3,3,144,2,111.0,4.979,1.0732,0.846
Ridge,0.9792572076360859,0.9261132114284639,0.9719680417756177,0.9300215213842945,5.42697013544694,4.315627529758503,-0.053143996207622,-0.04194652039132318,3508,526,3508,652,2025-09-23 02:30:00,2025-09-29 04:30:00,3.290761083551061,-1.1113426056884368,0.011197475816298819,HKWB,4459,31.0,0.05,FEW-LONG,3,4,4,144,2,111.0,4.979,1.0732,0.913
Ridge,1.1308367539484934,1.0884621840699706,1.1240647945517188,1.0766795035192291,3.74718718069299,4.215530213397267,-0.04237456987852273,-0.047385291032489674,2442,941,2505,1004,2025-09-16 21:50:00,2025-09-24 15:30:00,3.2790885987998135,0.468343032704277,-0.005010721153966946,HKWB,4459,31.0,0.05,FEW-LONG,3,5,0,144,2,111.0,4.979,1.0732,1.054
Ridge,1.0731575058149645,1.0310615365207367,1.0731575058149645,1.0359322818439707,3.9226272999190126,3.4687568012418346,-0.042095969294227764,-0.037225223970993815,2491,1115,2617,1115,2025-09-18 11:00:00,2025-09-26 04:40:00,2.7525309162690235,-0.453870498677178,0.004870745323233949,HKWB,4459,31.0,0.05,FEW-LONG,3,6,1,144,2,111.0,4.979,1.0732,1.0
Ridge,1.0763770273155848,1.036321772202765,1.0763770273155848,1.0363316684660293,3.721303418442068,3.7203840135297317,-0.04005525511281993,-0.04004535884955551,2714,1115,2840,1115,2025-09-20 00:10:00,2025-09-27 17:50:00,3.711101372216743,-0.0009194049123362191,9.896263264419503e-06,HKWB,4459,31.0,0.05,FEW-LONG,3,7,2,144,2,111.0,4.979,1.0732,1.003
Ridge,0.907723851063933,0.8813076720639786,0.907723851063933,0.8813066860697829,2.91015587714174,2.9102644998461713,-0.02641617899995441,-0.026417164994150144,2937,1097,3063,1097,2025-09-21 13:20:00,2025-09-29 04:30:00,3.4641665187509645,0.0001086227044311272,-9.859941957346408e-07,HKWB,4459,31.0,0.05,FEW-LONG,3,8,3,144,2,111.0,4.979,1.0732,0.846
Ridge,0.8979755399464984,0.8430763003178736,0.9529078084531802,0.9118560326188244,6.113667598551253,4.308053252391087,-0.05489923962862475,-0.04105177583435582,3508,526,3508,652,2025-09-23 02:30:00,2025-09-29 04:30:00,4.166492880313013,-1.8056143461601666,0.013847463794268933,HKWB,4459,31.0,0.05,FEW-LONG,3,9,4,144,2,111.0,4.979,1.0732,0.837
Ridge,1.0986133318482887,1.0543495002649252,1.0986133318482887,1.052280325520379,4.029063757026751,4.217407980108878,-0.044263831583363444,-0.04633300632790971,2442,1115,2505,1115,2025-09-16 21:50:00,2025-09-24 15:30:00,3.066899199893224,0.18834422308212684,-0.002069174744546265,HKWB,4459,31.0,0.05,FEW-LONG,3,10,0,144,2,111.0,4.979,1.0732,1.024
Ridge,1.0862611156978565,1.0473906998585918,1.0658038205338456,1.0273904506863956,3.5783676021849398,3.604168901196969,-0.03887041583926476,-0.03841336984745003,2665,941,2728,1004,2025-09-18 11:00:00,2025-09-26 04:40:00,2.934724288147434,0.025801299012029322,0.0004570459918147307,HKWB,4459,31.0,0.05,FEW-LONG,3,11,1,144,2,111.0,4.979,1.0732,1.012
Ridge,1.1340120335526849,1.0909383921540636,1.1580613187255184,1.1251909340222228,3.798340769248998,2.8383976022504975,-0.04307364139862124,-0.03287038470329562,2888,941,2951,1004,2025-09-20 00:10:00,2025-09-27 17:50:00,3.1968942148486206,-0.9599431669985004,0.010203256695325624,HKWB,4459,31.0,0.05,FEW-LONG,3,12,2,144,2,111.0,4.979,1.0732,1.057
Ridge,0.6575352996052526,0.6468502576408389,0.8685641557026335,0.8258941597015184,1.6250141963219833,4.9127051491776985,-0.010685041964413666,-0.042669996001115096,3285,749,3285,875,2025-09-21 13:20:00,2025-09-29 04:30:00,3.920891703255777,3.287690952855715,-0.03198495403670143,HKWB,4459,31.0,0.05,FEW-LONG,3,13,3,144,2,111.0,4.979,1.0732,0.613
Ridge,0.6451558326847902,0.6494818689337668,0.8156933885022256,0.7919014979524314,-0.6705412909271846,2.9167688355891785,0.00432603624897665,-0.023791890549794248,3243,805,3309,865,2025-09-23 02:30:00,2025-09-29 04:30:00,3.8104921977800985,3.587310126516363,-0.028117926798770898,HKWB,4459,31.0,0.05,FEW-LONG,3,14,4,144,2,111.0,4.979,1.0732,0.601
Ridge,1.1535610292654201,1.1077198077398556,1.2251176139347293,1.1883155658841362,3.9738878449071757,3.00396040608667,-0.04584122152556458,-0.03680204805059306,2616,767,2616,893,2025-09-16 21:50:00,2025-09-24 15:30:00,3.3675206214252213,-0.9699274388205059,0.009039173474971518,HKWB,4459,31.0,0.05,FEW-LONG,3,15,0,144,2,111.0,4.979,1.0732,1.075
Ridge,0.9672850960087621,0.9473429414601371,1.109213922961856,1.0687891909150187,2.0616625471550076,3.644448668557465,-0.019942154548625024,-0.040424732046837386,2665,941,2728,1004,2025-09-18 11:00:00,2025-09-26 04:40:00,2.7496880429817727,1.5827861214024574,-0.020482577498212362,HKWB,4459,31.0,0.05,FEW-LONG,3,16,1,144,2,111.0,4.979,1.0732,0.901
Ridge,0.9455935065885573,0.9331156317888805,0.9610606990875641,0.9453488600973439,1.3195812696190856,1.6348435645258563,-0.01247787479967688,-0.015711838990220217,2888,941,2951,1004,2025-09-20 00:10:00,2025-09-27 17:50:00,3.9458965463163094,0.3152622949067707,-0.003233964190543337,HKWB,4459,31.0,0.05,FEW-LONG,3,17,2,144,2,111.0,4.979,1.0732,0.881
Ridge,0.907723851063933,0.8671311959265213,0.907723851063933,0.8660314279445654,4.47191677180604,4.593073440837802,-0.040592655137411726,-0.041692423119367605,2937,1097,3063,1097,2025-09-21 13:20:00,2025-09-29 04:30:00,3.4641665187509645,0.12115666903176248,-0.0010997679819558792,HKWB,4459,31.0,0.05,FEW-LONG,3,18,3,144,2,111.0,4.979,1.0732,0.846
Ridge,0.8541336357588043,0.8151480324957197,0.8541336357588043,0.8177370297487695,4.56434469161845,4.26123085267569,-0.038985603263084645,-0.036396606010034804,3160,874,3286,874,2025-09-23 02:30:00,2025-09-29 04:30:00,3.6836440015467113,-0.30311383894275945,0.0025889972530498406,HKWB,4459,31.0,0.05,FEW-LONG,3,19,4,144,2,111.0,4.979,1.0732,0.796
Ridge,1.0986133318482887,1.0520796296292017,1.0986133318482887,1.0505026842911063,4.235676090039753,4.379215704240713,-0.046533702219087036,-0.04811064755718242,2268,1115,2394,1115,2025-09-16 21:50:00,2025-09-24 15:30:00,3.066899199893224,0.14353961420095995,-0.0015769453380953813,HKWB,4459,31.0,0.05,FEW-LONG,3,20,0,144,2,111.0,4.979,1.0732,1.024
Ridge,1.0634924620281274,1.0193253814286367,1.158019576536353,1.1323758478192267,4.153022440352993,2.214446908905199,-0.044167080599490705,-0.02564372871712628,2665,941,2728,1004,2025-09-18 11:00:00,2025-09-26 04:40:00,2.3770281397225923,-1.9385755314477944,0.018523351882364425,HKWB,4459,31.0,0.05,FEW-LONG,3,21,1,144,2,111.0,4.979,1.0732,0.991
Ridge,1.0763770273155848,1.0388874797448637,1.0763770273155848,1.0392849348398059,3.4829382845728007,3.4460130172309866,-0.03748954757072109,-0.03709209247577894,2714,1115,2840,1115,2025-09-20 00:10:00,2025-09-27 17:50:00,3.711101372216743,-0.036925267341814116,0.00039745509494215625,HKWB,4459,31.0,0.05,FEW-LONG,3,22,2,144,2,111.0,4.979,1.0732,1.003
Ridge,0.907723851063933,0.8653073764169719,0.907723851063933,0.8664769718040966,4.6728390575223155,4.543989806094828,-0.04241647464696119,-0.0412468792598365,2937,1097,3063,1097,2025-09-21 13:20:00,2025-09-29 04:30:00,3.4641665187509645,-0.1288492514274875,0.001169595387124689,HKWB,4459,31.0,0.05,FEW-LONG,3,23,3,144,2,111.0,4.979,1.0732,0.846
Ridge,0.8541336357588043,0.8372398775126398,0.8541336357588043,0.8382908849708289,1.977882328818048,1.8548327948589516,-0.01689375824616446,-0.015842750787975368,3160,874,3286,874,2025-09-23 02:30:00,2025-09-29 04:30:00,3.6836440015467113,-0.12304953395909646,0.0010510074581890905,HKWB,4459,31.0,0.05,FEW-LONG,3,24,4,144,2,111.0,4.979,1.0732,0.796
Ridge,0.9980638461642578,0.9804023358190925,0.9949422389088426,0.977654842648193,1.7695772082158556,1.7375276256849537,-0.017661510345165277,-0.017287396260649568,2442,941,2505,1004,2025-09-16 21:50:00,2025-09-24 15:30:00,3.06797871684057,-0.032049582530901954,0.0003741140845157087,HKWB,4459,31.0,0.05,FEW-LONG,3,25,0,144,2,111.0,4.979,1.0732,0.93
Ridge,1.0731575058149645,1.032649406974402,1.0731575058149645,1.030688200388198,3.774664820500906,3.957415868280667,-0.04050809884056239,-0.04246930542676641,2491,1115,2617,1115,2025-09-18 11:00:00,2025-09-26 04:40:00,2.7525309162690235,0.18275104777976114,-0.001961206586204023,HKWB,4459,31.0,0.05,FEW-LONG,3,26,1,144,2,111.0,4.979,1.0732,1.0
Ridge,1.0763770273155848,1.0423130117662123,1.0763770273155848,1.0408448219445305,3.1646918026786652,3.301092876319489,-0.03406401554937255,-0.03553220537105428,2717,1115,2840,1115,2025-09-20 00:10:00,2025-09-27 17:50:00,3.711101372216743,0.13640107364082388,-0.0014681898216817313,HKWB,4459,31.0,0.05,FEW-LONG,3,27,2,144,2,111.0,4.979,1.0732,1.003
Ridge,0.713070180515351,0.6927128441807182,0.7174896886693607,0.7004166787032085,2.8548853802749297,2.379547781072011,-0.02035733633463277,-0.01707300996615224,3111,923,3174,986,2025-09-21 13:20:00,2025-09-29 04:30:00,3.706487281273378,-0.4753375992029185,0.003284326368480528,HKWB,4459,31.0,0.05,FEW-LONG,3,28,3,144,2,111.0,4.979,1.0732,0.664
Ridge,0.8541336357588043,0.8141499477334644,0.8541336357588043,0.8229532230512161,4.681198158156919,3.6505309476412062,-0.039983688025339914,-0.0311804127075882,3160,874,3286,874,2025-09-23 02:30:00,2025-09-29 04:30:00,3.6836440015467113,-1.0306672105157126,0.008803275317751713,HKWB,4459,31.0,0.05,FEW-LONG,3,29,4,144,2,111.0,4.979,1.0732,0.796
XGBoost,0.3249762092605639,2.9509136736418493,0.4808945049339012,0.6079059406270233,-808.0399086309193,-26.41149657357382,2.6259374643812854,0.12701143569312212,366,205,3141,804,2025-09-23 02:10:00,2025-09-29 04:30:00,3.4861540864169394,781.6284120573455,-2.4989260286881634,HKWB,4459,31.0,0.1,MANY-SHORT,1,4,4,3,148,3.0,9.98,0.6517,0.499
XGBoost,0.33466028908567735,0.6813569082408134,0.5840029239237722,0.615759720279465,-103.59658150727805,-5.437780369715739,0.34669661915513605,0.03175679635569284,500,165,2954,990,2025-09-21 13:00:00,2025-09-29 04:30:00,2.0189296700294572,98.1588011375623,-0.3149398227994432,HKWB,4459,31.0,0.1,MANY-SHORT,1,8,3,3,148,3.0,9.98,0.6517,0.514
XGBoost,0.5220196439748721,4.3537514878012535,0.5161539111068132,0.5746413907614548,-734.0206231800016,-11.331402978081506,3.8317318438263817,0.05848747965464163,399,230,3127,814,2025-09-23 02:10:00,2025-09-29 04:30:00,3.1000405772848936,722.6892202019201,-3.77324436417174,HKWB,4459,31.0,0.1,MANY-SHORT,1,9,4,3,148,3.0,9.98,0.6517,0.801
XGBoost,0.3422276703089965,1.8058934642208992,0.5857698417148894,0.6302632338181575,-427.68774149394835,-7.595712331828142,1.4636657939119027,0.04449339210326808,360,203,2938,1005,2025-09-21 13:00:00,2025-09-29 04:30:00,3.994748564171593,420.0920291621202,-1.4191724018086345,HKWB,4459,31.0,0.1,MANY-SHORT,1,13,3,3,148,3.0,9.98,0.6517,0.525
XGBoost,0.9655960015958396,3.5013564886737147,0.6916384616751167,0.75533001156378,-262.6109141801567,-9.208792370280472,2.535760487077875,0.06369154988866332,419,141,2327,1007,2025-09-16 21:30:00,2025-09-24 15:10:00,4.9191632103136955,253.40212180987626,-2.4720689371892117,HKWB,4459,31.0,0.1,MANY-SHORT,1,15,0,3,148,3.0,9.98,0.6517,1.482
XGBoost,0.3360435536335288,3.4629230458007356,0.5642162467596707,0.6194542008795692,-930.4982816534596,-9.790209771011282,3.1268794921672067,0.0552379541198984,483,163,2937,1004,2025-09-21 13:00:00,2025-09-29 04:30:00,2.309494708447732,920.7080718824483,-3.0716415380473086,HKWB,4459,31.0,0.1,MANY-SHORT,1,18,3,3,148,3.0,9.98,0.6517,0.516
XGBoost,0.32322889129479854,3.2091808372066324,0.6054379042431264,0.6620684941196224,-892.850863161153,-9.353657820167616,2.8859519459118337,0.05663058987649605,351,167,2960,984,2025-09-21 13:00:00,2025-09-29 04:30:00,2.837636008754963,883.4972053409854,-2.8293213560353374,HKWB,4459,31.0,0.1,MANY-SHORT,1,23,3,3,148,3.0,9.98,0.6517,0.496
XGBoost,0.3754026126289313,3.059433792445079,0.5791132299759116,0.6889302314372077,-714.9740277564857,-18.96295849878338,2.684031179816148,0.10981700146129603,405,255,2945,999,2025-09-21 13:00:00,2025-09-29 04:30:00,3.9873758552186263,696.0110692577024,-2.574214178354852,HKWB,4459,31.0,0.1,MANY-SHORT,1,28,3,3,148,3.0,9.98,0.6517,0.576
Ridge,0.3249762092605639,0.40641434889678596,0.4808945049339012,0.47693968702000294,-25.05972354761681,0.8223878362764503,0.08143813963622204,-0.003954817913898234,366,205,3141,804,2025-09-23 02:10:00,2025-09-29 04:30:00,3.4861540864169394,25.88211138389326,-0.08539295755012027,HKWB,4459,31.0,0.1,MANY-SHORT,1,4,4,3,148,3.0,9.98,0.6517,0.499
Ridge,0.33466028908567735,0.35677941698145615,0.5840029239237722,0.5744598762806136,-6.609427116736888,1.6340753191852575,0.0221191278957788,-0.009543047643158609,500,165,2954,990,2025-09-21 13:00:00,2025-09-29 04:30:00,2.0189296700294572,8.243502435922146,-0.03166217553893741,HKWB,4459,31.0,0.1,MANY-SHORT,1,8,3,3,148,3.0,9.98,0.6517,0.514
Ridge,0.5220196439748721,0.6399631949096116,0.5161539111068132,0.5098974695778845,-22.59369973832188,1.212127118345896,0.11794355093473952,-0.00625644152892868,399,230,3127,814,2025-09-23 02:10:00,2025-09-29 04:30:00,3.1000405772848936,23.805826856667778,-0.1241999924636682,HKWB,4459,31.0,0.1,MANY-SHORT,1,9,4,3,148,3.0,9.98,0.6517,0.801
Ridge,0.3422276703089965,0.38258853997721487,0.5857698417148894,0.570386048964401,-11.793572866792633,2.6262520968049596,0.04036086966821839,-0.015383792750488401,360,203,2938,1005,2025-09-21 13:00:00,2025-09-29 04:30:00,3.994748564171593,14.419824963597593,-0.05574466241870679,HKWB,4459,31.0,0.1,MANY-SHORT,1,13,3,3,148,3.0,9.98,0.6517,0.525
Ridge,0.9655960015958396,0.9907197255110461,0.6916384616751167,0.6883824905278345,-2.601887732932262,0.47076201334962375,0.025123723915206564,-0.003255971147282155,419,141,2327,1007,2025-09-16 21:30:00,2025-09-24 15:10:00,4.9191632103136955,3.072649746281886,-0.02837969506248872,HKWB,4459,31.0,0.1,MANY-SHORT,1,15,0,3,148,3.0,9.98,0.6517,1.482
Ridge,0.3360435536335288,0.4993471513220599,0.5642162467596707,0.5576443517290471,-48.59596201825116,1.1647830186327313,0.16330359768853114,-0.006571895030623609,483,163,2937,1004,2025-09-21 13:00:00,2025-09-29 04:30:00,2.309494708447732,49.76074503688389,-0.16987549271915475,HKWB,4459,31.0,0.1,MANY-SHORT,1,18,3,3,148,3.0,9.98,0.6517,0.516
Ridge,0.32322889129479854,0.3517075792261706,0.6054379042431264,0.5936649644366445,-8.810687626743817,1.9445329940482536,0.028478687931372038,-0.011772939806481864,351,167,2960,984,2025-09-21 13:00:00,2025-09-29 04:30:00,2.837636008754963,10.755220620792072,-0.0402516277378539,HKWB,4459,31.0,0.1,MANY-SHORT,1,23,3,3,148,3.0,9.98,0.6517,0.496
Ridge,0.3754026126289313,0.4091863070270959,0.5791132299759116,0.5634048626230425,-8.999323196388698,2.712486356687549,0.03378369439816459,-0.01570836735286918,405,255,2945,999,2025-09-21 13:00:00,2025-09-29 04:30:00,3.9873758552186263,11.711809553076247,-0.04949206175103377,HKWB,4459,31.0,0.1,MANY-SHORT,1,28,3,3,148,3.0,9.98,0.6517,0.576
XGBoost,0.4727435549534229,0.9810937273190345,0.925936625193236,1.027667083652165,-107.53190964511336,-10.98676255923008,0.5083501723656116,0.10173045845892903,480,160,2954,986,2025-09-21 13:20:00,2025-09-29 04:30:00,1.8873245069078608,96.54514708588329,-0.4066197139066826,HKWB,4459,31.0,0.1,MANY-SHORT,3,8,3,3,148,3.0,9.98,1.0732,0.441
XGBoost,0.8781408365568867,4.2851673033779125,0.86676008613317,1.14893398588642,-387.9817820771983,-32.55501773415723,3.407026466821026,0.28217389975325,381,222,3127,810,2025-09-23 02:30:00,2025-09-29 04:30:00,3.050966352814067,355.4267643430411,-3.124852567067776,HKWB,4459,31.0,0.1,MANY-SHORT,3,9,4,3,148,3.0,9.98,1.0732,0.818
XGBoost,1.706916134943168,3.73126456864924,1.1488495290149079,1.190801748807225,-118.5968304045279,-3.6516722802062196,2.0243484337060718,0.041952219792317,405,133,2327,1007,2025-09-16 21:50:00,2025-09-24 15:30:00,4.899679437816633,114.9451581243217,-1.9823962139137548,HKWB,4459,31.0,0.1,MANY-SHORT,3,15,0,3,148,3.0,9.98,1.0732,1.591
XGBoost,0.4835742982322655,4.236296016046773,0.8972845708023737,1.0468902406440914,-776.0382906065944,-16.673157514336467,3.7527217178145076,0.14960566984171775,461,157,2937,1000,2025-09-21 13:20:00,2025-09-29 04:30:00,2.2053149951144344,759.3651330922579,-3.6031160479727897,HKWB,4459,31.0,0.1,MANY-SHORT,3,18,3,3,148,3.0,9.98,1.0732,0.451
XGBoost,0.5719561610844219,3.763956687598711,0.8410523755940901,1.0640259350868446,-558.0848225259599,-26.51125732036055,3.1920005265142892,0.22297355949275455,385,247,2945,995,2025-09-21 13:20:00,2025-09-29 04:30:00,3.957906665690658,531.5735652055994,-2.969026967021535,HKWB,4459,31.0,0.1,MANY-SHORT,3,28,3,3,148,3.0,9.98,1.0732,0.533
Ridge,0.4727435549534229,0.6152964068552389,0.925936625193236,0.8911119382598371,-30.154372367035442,3.7610227294045395,0.142552851901816,-0.03482468693339891,480,160,2954,986,2025-09-21 13:20:00,2025-09-29 04:30:00,1.8873245069078608,33.91539509643998,-0.1773775388352149,HKWB,4459,31.0,0.1,MANY-SHORT,3,8,3,3,148,3.0,9.98,1.0732,0.441
Ridge,0.8781408365568867,1.2231952038642766,0.86676008613317,0.825557240701525,-39.293738879098015,4.753662067604081,0.3450543673073899,-0.041202845431644985,381,222,3127,810,2025-09-23 02:30:00,2025-09-29 04:30:00,3.050966352814067,44.0474009467021,-0.3862572127390349,HKWB,4459,31.0,0.1,MANY-SHORT,3,9,4,3,148,3.0,9.98,1.0732,0.818
Ridge,1.706916134943168,1.664366192917078,1.1488495290149079,1.1130102334355656,2.4927962865326503,3.119581344135902,-0.04254994202608997,-0.03583929557934229,405,133,2327,1007,2025-09-16 21:50:00,2025-09-24 15:30:00,4.899679437816633,0.6267850576032519,0.006710646446747681,HKWB,4459,31.0,0.1,MANY-SHORT,3,15,0,3,148,3.0,9.98,1.0732,1.591
